Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time
2014-08-22,Deadlift,Back,60.0,5,,,
2014-08-22,Deadlift,Back,60.0,5,,,
2014-08-22,Deadlift,Back,60.0,5,,,
2014-08-22,Deadlift,Back,80.0,5,,,
2014-08-22,Incline DB Bench Press,Chest,40.0,10,,,
2014-08-22,Incline DB Bench Press,Chest,40.0,10,,,
2014-08-25,Squat,Legs,87.5,5,,,
2014-08-25,Squat,Legs,87.5,5,,,
2014-08-25,Squat,Legs,87.5,5,,,
2014-08-25,Squat,Legs,87.5,5,,,
2014-08-25,Squat,Legs,87.5,5,,,
2014-08-25,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-25,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-08-25,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-08-25,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-08-25,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-08-25,Barbell Row,Back,75.0,5,,,
2014-08-25,Barbell Row,Back,75.0,5,,,
2014-08-25,Barbell Row,Back,75.0,5,,,
2014-08-25,Sumo Deadlift,Legs,75.0,1,,,
2014-08-25,Sumo Deadlift,Legs,75.0,1,,,
2014-08-25,Sumo Deadlift,Legs,75.0,1,,,
2014-08-25,Back Extensions,Back,15.0,10,,,
2014-08-25,Back Extensions,Back,15.0,10,,,
2014-08-25,Back Extensions,Back,15.0,10,,,
2014-08-25,Decline Crunch,Abs,10.0,8,,,
2014-08-25,Decline Crunch,Abs,10.0,8,,,
2014-08-25,Decline Crunch,Abs,10.0,8,,,
2014-08-27,Front Squat,Legs,67.5,3,,,
2014-08-27,Front Squat,Legs,67.5,3,,,
2014-08-27,Front Squat,Legs,67.5,3,,,
2014-08-27,Overhead Press,Shoulders,50.0,5,,,
2014-08-27,Overhead Press,Shoulders,50.0,5,,,
2014-08-27,Overhead Press,Shoulders,50.0,5,,,
2014-08-27,Overhead Press,Shoulders,50.0,5,,,
2014-08-27,Overhead Press,Shoulders,50.0,5,,,
2014-08-27,Chin Up,Back,90.0,6,,,
2014-08-29,Bench Press (Touch and Go),Chest,92.5,5,,,
2014-08-29,Incline DB Bench Press,Chest,44.0,12,,,
2014-08-29,Incline DB Bench Press,Chest,44.0,12,,,
2014-08-29,Triceps Dips,Triceps,92.0,12,,,
2014-08-29,Triceps Dips,Triceps,92.0,12,,,
2014-08-29,Squat,Legs,97.5,5,,,
2014-08-29,Deadlift,Back,60.0,5,,,
2014-08-29,Deadlift,Back,60.0,5,,,
2014-08-29,Deadlift,Back,90.0,5,,,
2014-08-29,Deadlift,Back,120.0,2,,,
2014-08-29,Deadlift,Back,90.0,5,,,
2014-08-29,Face Pull,Back,18.75,15,,,
2014-08-29,Face Pull,Back,18.75,15,,,
2014-09-01,Squat,Legs,87.5,5,,,
2014-09-01,Squat,Legs,87.5,5,,,
2014-09-01,Squat,Legs,87.5,5,,,
2014-09-01,Squat,Legs,87.5,5,,,
2014-09-01,Squat,Legs,87.5,5,,,
2014-09-01,Face Pull,Back,10.0,15,,,
2014-09-01,Crunch Machine,Abs,64.0,10,,,
2014-09-01,Crunch Machine,Abs,68.0,10,,,
2014-09-01,Crunch Machine,Abs,68.0,10,,,
2014-09-01,Barbell Row,Back,77.5,5,,,
2014-09-01,Barbell Row,Back,77.5,5,,,
2014-09-01,Barbell Row,Back,77.5,5,,,
2014-09-01,Barbell Row,Back,60.0,5,,,
2014-09-01,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-09-01,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-09-01,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-09-01,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-09-01,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-09-01,Face Pull,Back,10.0,15,,,
2014-09-01,Face Pull,Back,10.0,15,,,
2014-09-03,Overhead Press,Shoulders,52.5,5,,,
2014-09-03,Overhead Press,Shoulders,52.5,3,,,
2014-09-03,Overhead Press,Shoulders,50.0,5,,,
2014-09-03,Overhead Press,Shoulders,52.5,5,,,
2014-09-03,Overhead Press,Shoulders,52.5,5,,,
2014-09-03,Front Squat,Legs,70.0,3,,,
2014-09-03,Front Squat,Legs,70.0,3,,,
2014-09-03,Front Squat,Legs,70.0,3,,,
2014-09-05,Bench Press (Touch and Go),Chest,92.5,5,,,
2014-09-05,Squat,Legs,100.0,5,,,
2014-09-05,Squat,Legs,80.0,5,,,
2014-09-05,Bench Press (Touch and Go),Chest,75.0,3,,,
2014-09-05,Deadlift,Back,60.0,5,,,
2014-09-05,Deadlift,Back,70.0,5,,,
2014-09-05,Deadlift,Back,80.0,5,,,
2014-09-05,Deadlift,Back,90.0,5,,,
2014-09-05,Deadlift,Back,100.0,5,,,
2014-09-05,Triceps Dips,Triceps,92.0,12,,,
2014-09-05,Triceps Dips,Triceps,92.0,12,,,
2014-09-08,Squat,Legs,60.0,5,,,
2014-09-08,Squat,Legs,60.0,5,,,
2014-09-08,Squat,Legs,60.0,5,,,
2014-09-08,Squat,Legs,60.0,5,,,
2014-09-08,Squat,Legs,60.0,5,,,
2014-09-08,Bench Press (Touch and Go),Chest,20.0,5,,,
2014-09-08,Bench Press (Touch and Go),Chest,40.0,5,,,
2014-09-08,Bench Press (Touch and Go),Chest,60.0,5,,,
2014-09-08,Bench Press (Touch and Go),Chest,60.0,5,,,
2014-09-08,Bench Press (Touch and Go),Chest,60.0,5,,,
2014-09-08,Bench Press (Touch and Go),Chest,60.0,5,,,
2014-09-08,Bench Press (Touch and Go),Chest,60.0,5,,,
2014-09-08,Deadlift,Back,60.0,5,,,
2014-09-08,Deadlift,Back,60.0,5,,,
2014-09-08,Deadlift,Back,60.0,5,,,
2014-09-08,Deadlift,Back,60.0,5,,,
2014-09-08,Deadlift,Back,60.0,5,,,
2014-09-08,Face Pull,Back,10.0,15,,,
2014-09-08,Face Pull,Back,10.0,15,,,
2014-09-08,Face Pull,Back,10.0,15,,,
2014-09-08,Decline Crunch,Abs,0.0,10,,,
2014-09-08,Decline Crunch,Abs,0.0,10,,,
2014-09-08,Decline Crunch,Abs,0.0,10,,,
2014-09-10,Front Squat,Legs,45.0,3,,,
2014-09-10,Front Squat,Legs,45.0,3,,,
2014-09-10,Front Squat,Legs,45.0,3,,,
2014-09-10,Front Squat,Legs,35.0,3,,,
2014-09-10,Front Squat,Legs,20.0,3,,,
2014-09-10,Overhead Press,Shoulders,35.0,5,,,
2014-09-10,Overhead Press,Shoulders,35.0,5,,,
2014-09-10,Overhead Press,Shoulders,35.0,5,,,
2014-09-10,Overhead Press,Shoulders,35.0,5,,,
2014-09-10,Overhead Press,Shoulders,35.0,5,,,
2014-09-10,Overhead Press,Shoulders,20.0,5,,,
2014-09-15,Squat,Legs,85.0,5,,,
2014-09-15,Squat,Legs,85.0,5,,,
2014-09-15,Squat,Legs,85.0,5,,,
2014-09-15,Squat,Legs,85.0,5,,,
2014-09-15,Squat,Legs,85.0,5,,,
2014-09-15,Deadlift,Back,100.0,5,,,
2014-09-15,Deadlift,Back,100.0,5,,,
2014-09-15,Deadlift,Back,100.0,5,,,
2014-09-15,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-09-15,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-09-15,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-09-15,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-09-15,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-09-17,Front Squat,Legs,70.0,3,,,
2014-09-17,Front Squat,Legs,70.0,3,,,
2014-09-17,Front Squat,Legs,70.0,3,,,
2014-09-17,Overhead Press,Shoulders,35.0,5,,,
2014-09-17,Overhead Press,Shoulders,50.0,5,,,
2014-09-17,Overhead Press,Shoulders,50.0,5,,,
2014-09-17,Overhead Press,Shoulders,50.0,5,,,
2014-09-17,Overhead Press,Shoulders,50.0,5,,,
2014-09-22,Bench Press (Touch and Go),Chest,82.5,5,,,
2014-09-22,Bench Press (Touch and Go),Chest,87.5,5,,,
2014-09-22,Bench Press (Touch and Go),Chest,78.5,5,,,
2014-09-22,Incline DB Bench Press,Chest,26.0,6,,,
2014-09-22,Incline DB Bench Press,Chest,30.0,6,,,
2014-09-22,Incline DB Bench Press,Chest,30.0,6,,,
2014-09-22,Overhead Press,Shoulders,40.0,8,,,
2014-09-22,Overhead Press,Shoulders,40.0,8,,,
2014-09-22,Overhead Press,Shoulders,40.0,8,,,
2014-09-22,Overhead Press,Shoulders,40.0,8,,,
2014-09-22,Triceps Dips,Triceps,90.0,10,,,
2014-09-22,Triceps Dips,Triceps,85.0,10,,,
2014-09-22,Triceps Dips,Triceps,85.0,10,,,
2014-09-22,Decline Crunch,Abs,5.0,12,,,
2014-09-22,Decline Crunch,Abs,0.0,12,,,
2014-09-22,Decline Crunch,Abs,0.0,12,,,
2014-09-22,Rotary Torso,Abs,32.0,15,,,
2014-09-22,Rotary Torso,Abs,41.0,15,,,
2014-09-22,Rotary Torso,Abs,45.0,15,,,
2014-09-23,Squat,Legs,82.5,5,,,
2014-09-23,Squat,Legs,87.5,5,,,
2014-09-23,Squat,Legs,92.5,5,,,
2014-09-23,Front Squat,Legs,55.0,6,,,
2014-09-23,Front Squat,Legs,55.0,6,,,
2014-09-23,Front Squat,Legs,55.0,6,,,
2014-09-23,Deadlift,Back,75.0,8,,,
2014-09-23,Deadlift,Back,75.0,8,,,
2014-09-23,Deadlift,Back,75.0,8,,,
2014-09-23,Deadlift,Back,75.0,8,,,
2014-09-23,Chin Up,Back,80.0,10,,,
2014-09-23,Chin Up,Back,80.0,8,,,
2014-09-23,Chin Up,Back,80.0,8,,,
2014-09-23,Seated Calf Raise Machine,Legs,100.0,15,,,
2014-09-23,Face Pull,Back,19.3,12,,,
2014-09-23,Face Pull,Back,19.3,12,,,
2014-09-23,Face Pull,Back,19.3,12,,,
2014-09-23,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-09-23,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-09-25,Overhead Press,Shoulders,45.0,5,,,
2014-09-25,Overhead Press,Shoulders,47.5,5,,,
2014-09-25,Overhead Press,Shoulders,50.0,5,,,
2014-09-25,Seated Dumbbell Press,Shoulders,28.0,6,,,
2014-09-25,Seated Dumbbell Press,Shoulders,36.0,6,,,
2014-09-25,Seated Dumbbell Press,Shoulders,36.0,6,,,
2014-09-25,Bench Press (Touch and Go),Chest,70.0,8,,,
2014-09-25,Bench Press (Touch and Go),Chest,70.0,8,,,
2014-09-25,Bench Press (Touch and Go),Chest,70.0,8,,,
2014-09-25,Bench Press (Touch and Go),Chest,70.0,8,,,
2014-09-25,Triceps Dips,Triceps,85.0,6,,,
2014-09-25,Triceps Dips,Triceps,85.0,6,,,
2014-09-25,Triceps Dips,Triceps,85.0,6,,,
2014-09-25,Decline Crunch,Abs,0.0,10,,,
2014-09-25,Decline Crunch,Abs,0.0,12,,,
2014-09-25,Decline Crunch,Abs,0.0,12,,,
2014-09-26,Deadlift,Back,102.5,5,,,
2014-09-26,Deadlift,Back,107.5,5,,,
2014-09-26,Deadlift,Back,115.0,5,,,
2014-09-26,Squat,Legs,75.0,3,,,
2014-09-26,Squat,Legs,75.0,8,,,
2014-09-26,Squat,Legs,70.0,8,,,
2014-09-26,Squat,Legs,70.0,8,,,
2014-09-26,Squat,Legs,70.0,8,,,
2014-09-26,Barbell Row,Back,75.0,6,,,
2014-09-26,Barbell Row,Back,75.0,6,,,
2014-09-26,Barbell Row,Back,75.0,6,,,
2014-09-26,Chin Up,Back,80.0,10,,,
2014-09-26,Chin Up,Back,80.0,9,,,
2014-09-26,Chin Up,Back,80.0,8,,,
2014-09-26,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-09-26,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-09-26,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-09-29,Bench Press (Touch and Go),Chest,82.5,3,,,
2014-09-29,Bench Press (Touch and Go),Chest,87.5,3,,,
2014-09-29,Bench Press (Touch and Go),Chest,92.5,3,,,
2014-09-29,Incline DB Bench Press,Chest,64.0,6,,,
2014-09-29,Incline DB Bench Press,Chest,64.0,6,,,
2014-09-29,Incline DB Bench Press,Chest,64.0,6,,,
2014-09-29,Triceps Dips,Triceps,85.0,10,,,
2014-09-29,Triceps Dips,Triceps,85.0,10,,,
2014-09-29,Triceps Dips,Triceps,85.0,10,,,
2014-09-29,Overhead Press,Shoulders,42.5,8,,,
2014-09-29,Overhead Press,Shoulders,42.5,8,,,
2014-09-29,Overhead Press,Shoulders,42.5,8,,,
2014-09-29,Overhead Press,Shoulders,42.5,8,,,
2014-09-29,Decline Crunch,Abs,5.0,12,,,
2014-09-29,Decline Crunch,Abs,5.0,12,,,
2014-09-29,Decline Crunch,Abs,5.0,12,,,
2014-09-29,Hanging Leg Raise,Abs,80.0,10,,,
2014-09-29,Hanging Leg Raise,Abs,80.0,10,,,
2014-09-29,Hanging Leg Raise,Abs,80.0,10,,,
2014-09-30,Squat,Legs,87.5,3,,,
2014-09-30,Squat,Legs,92.5,3,,,
2014-09-30,Squat,Legs,100.0,3,,,
2014-09-30,Front Squat,Legs,60.0,6,,,
2014-09-30,Front Squat,Legs,60.0,6,,,
2014-09-30,Front Squat,Legs,60.0,6,,,
2014-09-30,Deadlift,Back,80.0,8,,,
2014-09-30,Deadlift,Back,80.0,8,,,
2014-09-30,Deadlift,Back,80.0,8,,,
2014-09-30,Deadlift,Back,80.0,8,,,
2014-09-30,Chin Up,Back,80.0,10,,,
2014-09-30,Chin Up,Back,80.0,10,,,
2014-09-30,Chin Up,Back,80.0,8,,,
2014-09-30,Face Pull,Back,19.3,12,,,
2014-09-30,Face Pull,Back,17.0,10,,,
2014-09-30,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-09-30,Seated Calf Raise Machine,Legs,134.0,40,,,
2014-10-02,Overhead Press,Shoulders,47.5,3,,,
2014-10-02,Overhead Press,Shoulders,50.0,3,,,
2014-10-02,Overhead Press,Shoulders,55.0,3,,,
2014-10-02,Seated Dumbbell Press,Shoulders,40.0,6,,,
2014-10-02,Seated Dumbbell Press,Shoulders,40.0,6,,,
2014-10-02,Seated Dumbbell Press,Shoulders,40.0,6,,,
2014-10-02,Bench Press (Touch and Go),Chest,72.5,8,,,
2014-10-02,Bench Press (Touch and Go),Chest,72.5,8,,,
2014-10-02,Bench Press (Touch and Go),Chest,72.5,8,,,
2014-10-02,Bench Press (Touch and Go),Chest,72.5,8,,,
2014-10-03,Deadlift,Back,107.5,3,,,
2014-10-03,Deadlift,Back,115.0,3,,,
2014-10-03,Deadlift,Back,122.5,3,,,
2014-10-03,Barbell Row,Back,77.5,6,,,
2014-10-03,Barbell Row,Back,77.5,6,,,
2014-10-03,Barbell Row,Back,77.5,6,,,
2014-10-03,High Bar Squat,Legs,75.0,4,,,
2014-10-03,High Bar Squat,Legs,75.0,6,,,
2014-10-03,High Bar Squat,Legs,75.0,8,,,
2014-10-03,Chin Up,Back,80.0,10,,,
2014-10-03,Chin Up,Back,80.0,10,,,
2014-10-03,Chin Up,Back,80.0,10,,,
2014-10-03,Face Pull,Back,19.3,12,,,
2014-10-03,Face Pull,Back,19.3,12,,,
2014-10-03,Face Pull,Back,19.3,12,,,
2014-10-03,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-10-03,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-10-03,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-10-03,High Bar Squat,Legs,75.0,8,,,
2014-10-06,Bench Press (Touch and Go),Chest,77.5,5,,,
2014-10-06,Bench Press (Touch and Go),Chest,87.5,3,,,
2014-10-06,Bench Press (Touch and Go),Chest,100.0,1,,,
2014-10-06,Incline DB Bench Press,Chest,64.0,6,,,
2014-10-06,Incline DB Bench Press,Chest,64.0,6,,,
2014-10-06,Incline DB Bench Press,Chest,64.0,6,,,
2014-10-06,Overhead Press,Shoulders,42.5,8,,,
2014-10-06,Overhead Press,Shoulders,42.5,8,,,
2014-10-06,Overhead Press,Shoulders,42.5,8,,,
2014-10-06,Overhead Press,Shoulders,42.5,8,,,
2014-10-07,Squat,Legs,82.5,5,,,
2014-10-07,Squat,Legs,92.5,3,,,
2014-10-07,Squat,Legs,105.0,1,,,
2014-10-07,Front Squat,Legs,62.5,6,,,
2014-10-07,Front Squat,Legs,62.5,6,,,
2014-10-07,Front Squat,Legs,62.5,6,,,
2014-10-07,Deadlift,Back,80.0,8,,,
2014-10-07,Deadlift,Back,80.0,8,,,
2014-10-07,Deadlift,Back,80.0,8,,,
2014-10-07,Deadlift,Back,80.0,8,,,
2014-10-07,Chin Up,Back,85.0,9,,,
2014-10-07,Chin Up,Back,85.0,8,,,
2014-10-07,Chin Up,Back,85.0,8,,,
2014-10-07,Face Pull,Back,19.3,12,,,
2014-10-07,Face Pull,Back,19.3,12,,,
2014-10-07,Face Pull,Back,19.3,12,,,
2014-10-07,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-10-07,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-10-07,Seated Calf Raise Machine,Legs,134.0,15,,,
2014-10-09,Overhead Press,Shoulders,45.0,5,,,
2014-10-09,Overhead Press,Shoulders,50.0,3,,,
2014-10-09,Overhead Press,Shoulders,57.5,1,,,
2014-10-09,Seated Dumbbell Press,Shoulders,40.0,6,,,
2014-10-09,Seated Dumbbell Press,Shoulders,44.0,6,,,
2014-10-09,Seated Dumbbell Press,Shoulders,44.0,6,,,
2014-10-09,Bench Press (Touch and Go),Chest,72.5,8,,,
2014-10-09,Bench Press (Touch and Go),Chest,75.0,8,,,
2014-10-09,Bench Press (Touch and Go),Chest,75.0,8,,,
2014-10-09,Bench Press (Touch and Go),Chest,75.0,8,,,
2014-10-09,Triceps Dips,Triceps,90.0,10,,,
2014-10-09,Triceps Dips,Triceps,90.0,10,,,
2014-10-09,Triceps Dips,Triceps,90.0,10,,,
2014-10-09,Decline Crunch,Abs,10.0,12,,,
2014-10-09,Decline Crunch,Abs,10.0,12,,,
2014-10-09,Decline Crunch,Abs,10.0,12,,,
2014-10-09,Hanging Leg Raise,Abs,80.0,10,,,
2014-10-09,Dumbell Side Abs,Abs,20.0,15,,,
2014-10-09,Dumbell Side Abs,Abs,20.0,15,,,
2014-10-10,Deadlift,Back,102.5,5,,,
2014-10-10,Deadlift,Back,115.0,3,,,
2014-10-10,Deadlift,Back,127.5,1,,,
2014-10-10,Barbell Row,Back,77.5,6,,,
2014-10-10,Barbell Row,Back,77.5,6,,,
2014-10-10,Barbell Row,Back,77.5,6,,,
2014-10-10,High Bar Squat,Legs,75.0,8,,,
2014-10-10,High Bar Squat,Legs,75.0,8,,,
2014-10-10,High Bar Squat,Legs,75.0,8,,,
2014-10-10,High Bar Squat,Legs,75.0,8,,,
2014-10-10,Chin Up,Back,85.0,10,,,
2014-10-10,Chin Up,Back,85.0,8,,,
2014-10-10,Chin Up,Back,85.0,8,,,
2014-10-10,Seated Calf Raise Machine,Legs,134.0,20,,,
2014-10-10,Seated Calf Raise Machine,Legs,134.0,20,,,
2014-10-10,Seated Calf Raise Machine,Legs,134.0,20,,,
2014-10-10,Face Pull,Back,19.3,12,,,
2014-10-13,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-10-13,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-10-13,Bench Press (Touch and Go),Chest,90.0,5,,,
2014-10-13,Incline DB Bench Press,Chest,68.0,6,,,
2014-10-13,Incline DB Bench Press,Chest,68.0,6,,,
2014-10-13,Incline DB Bench Press,Chest,68.0,6,,,
2014-10-13,Overhead Press,Shoulders,42.5,8,,,
2014-10-13,Overhead Press,Shoulders,42.5,8,,,
2014-10-13,Overhead Press,Shoulders,42.5,8,,,
2014-10-13,Overhead Press,Shoulders,42.5,8,,,
2014-10-13,Triceps Dips,Triceps,95.0,8,,,
2014-10-13,Triceps Dips,Triceps,95.0,8,,,
2014-10-13,Triceps Dips,Triceps,95.0,8,,,
2014-10-13,Decline Crunch,Abs,10.0,8,,,
2014-10-13,Decline Crunch,Abs,5.0,12,,,
2014-10-13,Decline Crunch,Abs,0.0,12,,,
2014-10-13,Dumbell Side Abs,Abs,20.0,15,,,
2014-10-13,Dumbell Side Abs,Abs,22.0,15,,,
2014-10-14,Squat,Legs,87.5,5,,,
2014-10-14,Squat,Legs,92.5,5,,,
2014-10-14,Squat,Legs,97.5,5,,,
2014-10-14,Front Squat,Legs,65.0,6,,,
2014-10-14,Front Squat,Legs,65.0,6,,,
2014-10-14,Front Squat,Legs,65.0,6,,,
2014-10-14,Deadlift,Back,82.5,8,,,
2014-10-14,Deadlift,Back,82.5,8,,,
2014-10-14,Deadlift,Back,82.5,8,,,
2014-10-14,Deadlift,Back,82.5,8,,,
2014-10-14,Chin Up,Back,85.0,10,,,
2014-10-14,Chin Up,Back,85.0,9,,,
2014-10-14,Chin Up,Back,85.0,10,,,
2014-10-14,Face Pull,Back,19.3,12,,,
2014-10-14,Face Pull,Back,19.3,12,,,
2014-10-14,Face Pull,Back,19.3,12,,,
2014-10-14,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-14,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-14,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-16,Overhead Press,Shoulders,47.5,5,,,
2014-10-16,Overhead Press,Shoulders,50.0,5,,,
2014-10-16,Overhead Press,Shoulders,52.5,5,,,
2014-10-16,Seated Dumbbell Press,Shoulders,44.0,6,,,
2014-10-16,Seated Dumbbell Press,Shoulders,48.0,6,,,
2014-10-16,Seated Dumbbell Press,Shoulders,48.0,6,,,
2014-10-16,Bench Press (Touch and Go),Chest,75.0,8,,,
2014-10-16,Bench Press (Touch and Go),Chest,75.0,8,,,
2014-10-16,Bench Press (Touch and Go),Chest,75.0,8,,,
2014-10-16,Bench Press (Touch and Go),Chest,75.0,8,,,
2014-10-16,Triceps Dips,Triceps,95.0,10,,,
2014-10-16,Triceps Dips,Triceps,95.0,10,,,
2014-10-16,Triceps Dips,Triceps,95.0,10,,,
2014-10-16,Decline Crunch,Abs,5.0,12,,,
2014-10-16,Decline Crunch,Abs,5.0,12,,,
2014-10-16,Decline Crunch,Abs,5.0,12,,,
2014-10-16,Hanging Leg Raise,Abs,80.0,8,,,
2014-10-16,Rotary Torso,Abs,55.0,15,,,
2014-10-17,Deadlift,Back,107.5,5,,,
2014-10-17,Deadlift,Back,112.5,5,,,
2014-10-17,Deadlift,Back,120.0,5,,,
2014-10-17,High Bar Squat,Legs,77.5,8,,,
2014-10-17,Barbell Row,Back,80.0,6,,,
2014-10-17,Barbell Row,Back,80.0,6,,,
2014-10-17,Barbell Row,Back,80.0,6,,,
2014-10-17,Chin Up,Back,85.0,9,,,
2014-10-17,Chin Up,Back,85.0,9,,,
2014-10-17,Chin Up,Back,85.0,9,,,
2014-10-17,Face Pull,Back,19.3,12,,,
2014-10-17,Face Pull,Back,19.3,12,,,
2014-10-17,Face Pull,Back,19.3,12,,,
2014-10-17,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-17,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-17,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-17,High Bar Squat,Legs,77.5,8,,,
2014-10-17,High Bar Squat,Legs,77.5,8,,,
2014-10-17,High Bar Squat,Legs,77.5,8,,,
2014-10-20,Bench Press (Touch and Go),Chest,85.0,3,,,
2014-10-20,Bench Press (Touch and Go),Chest,90.0,3,,,
2014-10-20,Bench Press (Touch and Go),Chest,95.0,3,,,
2014-10-20,Incline DB Bench Press,Chest,68.0,6,,,
2014-10-20,Incline DB Bench Press,Chest,68.0,6,,,
2014-10-20,Incline DB Bench Press,Chest,68.0,6,,,
2014-10-20,Overhead Press,Shoulders,42.5,8,,,
2014-10-20,Overhead Press,Shoulders,42.5,8,,,
2014-10-20,Overhead Press,Shoulders,42.5,8,,,
2014-10-20,Overhead Press,Shoulders,42.5,8,,,
2014-10-20,Triceps Dips,Triceps,100.0,10,,,
2014-10-20,Triceps Dips,Triceps,100.0,10,,,
2014-10-20,Triceps Dips,Triceps,100.0,10,,,
2014-10-21,Squat,Legs,92.5,3,,,
2014-10-21,Squat,Legs,97.5,3,,,
2014-10-21,Squat,Legs,105.0,3,,,
2014-10-21,Front Squat,Legs,65.0,6,,,
2014-10-21,Front Squat,Legs,65.0,6,,,
2014-10-21,Front Squat,Legs,65.0,6,,,
2014-10-21,Deadlift,Back,82.5,8,,,
2014-10-21,Deadlift,Back,82.5,8,,,
2014-10-21,Deadlift,Back,82.5,8,,,
2014-10-21,Deadlift,Back,82.5,8,,,
2014-10-21,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-21,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-21,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-21,Chin Up,Back,90.0,4,,,
2014-10-21,Chin Up,Back,90.0,8,,,
2014-10-21,Chin Up,Back,90.0,6,,,
2014-10-23,Overhead Press,Shoulders,50.0,3,,,
2014-10-23,Overhead Press,Shoulders,52.5,3,,,
2014-10-23,Overhead Press,Shoulders,57.5,3,,,
2014-10-23,Seated Dumbbell Press,Shoulders,48.0,6,,,
2014-10-23,Seated Dumbbell Press,Shoulders,48.0,6,,,
2014-10-23,Seated Dumbbell Press,Shoulders,48.0,6,,,
2014-10-23,Bench Press (Touch and Go),Chest,77.5,8,,,
2014-10-23,Bench Press (Touch and Go),Chest,77.5,8,,,
2014-10-23,Bench Press (Touch and Go),Chest,77.5,6,,,
2014-10-23,Bench Press (Touch and Go),Chest,77.5,6,,,
2014-10-23,Triceps Dips,Triceps,100.0,8,,,
2014-10-23,Decline Crunch,Abs,15.0,8,,,
2014-10-23,Dumbell Side Abs,Abs,22.0,15,,,
2014-10-24,Deadlift,Back,112.5,3,,,
2014-10-24,Deadlift,Back,120.0,3,,,
2014-10-24,Deadlift,Back,127.5,3,,,
2014-10-24,Barbell Row,Back,80.0,6,,,
2014-10-24,Barbell Row,Back,80.0,6,,,
2014-10-24,Barbell Row,Back,80.0,6,,,
2014-10-24,High Bar Squat,Legs,77.5,8,,,
2014-10-24,High Bar Squat,Legs,77.5,8,,,
2014-10-24,High Bar Squat,Legs,77.5,8,,,
2014-10-24,High Bar Squat,Legs,77.5,8,,,
2014-10-24,Chin Up,Back,90.0,8,,,
2014-10-24,Chin Up,Back,90.0,8,,,
2014-10-24,Chin Up,Back,90.0,4,,,
2014-10-24,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-24,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-24,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-10-24,Face Pull,Back,19.3,12,,,
2014-10-24,Face Pull,Back,19.3,12,,,
2014-10-27,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-10-27,Bench Press (Touch and Go),Chest,90.0,3,,,
2014-10-27,Bench Press (Touch and Go),Chest,102.5,1,,,
2014-10-27,Incline DB Bench Press,Chest,72.0,5,,,
2014-10-27,Incline DB Bench Press,Chest,68.0,6,,,
2014-10-27,Incline DB Bench Press,Chest,68.0,6,,,
2014-10-27,Overhead Press,Shoulders,42.5,8,,,
2014-10-27,Overhead Press,Shoulders,42.5,8,,,
2014-10-27,Overhead Press,Shoulders,42.5,8,,,
2014-10-27,Overhead Press,Shoulders,42.5,8,,,
2014-10-27,Triceps Dips,Triceps,100.0,9,,,
2014-10-27,Triceps Dips,Triceps,100.0,9,,,
2014-10-27,Decline Crunch,Abs,10.0,12,,,
2014-10-27,Decline Crunch,Abs,10.0,12,,,
2014-10-27,Decline Crunch,Abs,10.0,12,,,
