Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time
2014-12-06,Squat,Legs,95.0,5,,,
2014-12-06,Face Pull,Back,18.0,12,,,
2014-12-06,Face Pull,Back,19.3,10,,,
2014-12-06,Hang Clean,Olympic Lifts,72.5,1,,,
2014-12-06,Hang Clean,Olympic Lifts,72.5,1,,,
2014-12-06,Hang Clean,Olympic Lifts,72.5,1,,,
2014-12-08,Bench Press (Touch and Go),Chest,77.5,5,,,
2014-12-08,Bench Press (Touch and Go),Chest,77.5,5,,,
2014-12-08,Overhead Press,Shoulders,50.0,5,,,
2014-12-08,Overhead Press,Shoulders,50.0,5,,,
2014-12-08,Overhead Press,Shoulders,50.0,5,,,
2014-12-08,Cuban Press,Shoulders,28.0,8,,,
2014-12-08,Cuban Press,Shoulders,28.0,8,,,
2014-12-08,Cuban Press,Shoulders,28.0,8,,,
2014-12-08,Triceps Dips,Triceps,110.0,8,,,
2014-12-08,Triceps Dips,Triceps,110.0,7,,,
2014-12-08,Triceps Dips,Triceps,110.0,7,,,
2014-12-08,Decline Crunch,Abs,15.0,8,,,
2014-12-09,Front Squat,Legs,75.0,5,,,
2014-12-09,Front Squat,Legs,75.0,5,,,
2014-12-09,Front Squat,Legs,75.0,5,,,
2014-12-09,Front Squat,Legs,75.0,5,,,
2014-12-09,Front Squat,Legs,75.0,5,,,
2014-12-09,Deadlift,Back,130.0,5,,,
2014-12-09,Deadlift,Back,130.0,5,,,
2014-12-09,Deadlift,Back,130.0,5,,,
2014-12-09,Hang Clean,Olympic Lifts,75.0,1,,,
2014-12-09,Hang Clean,Olympic Lifts,75.0,1,,,
2014-12-09,Hang Clean,Olympic Lifts,75.0,1,,,
2014-12-09,Hang Clean,Olympic Lifts,75.0,1,,,
2014-12-09,Hang Clean,Olympic Lifts,75.0,1,,,
2014-12-09,Barbell Row,Back,75.0,6,,,
2014-12-09,Barbell Row,Back,75.0,6,,,
2014-12-09,Barbell Row,Back,75.0,6,,,
2014-12-09,Face Pull,Back,23.7,8,,,
2014-12-09,Face Pull,Back,23.7,10,,,
2014-12-09,Face Pull,Back,23.7,10,,,
2014-12-09,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-12-11,Bench Press (Touch and Go),Chest,77.5,3,,,
2014-12-11,Bench Press (Touch and Go),Chest,82.5,3,,,
2014-12-11,Bench Press (Touch and Go),Chest,87.5,2,,,
2014-12-11,Overhead Press,Shoulders,50.0,3,,,
2014-12-11,Overhead Press,Shoulders,50.0,3,,,
2014-12-11,Overhead Press,Shoulders,50.0,3,,,
2014-12-11,Lateral Raise Machine,Shoulders,68.0,8,,,
2014-12-11,Lateral Raise Machine,Shoulders,68.0,8,,,
2014-12-11,Lateral Raise Machine,Shoulders,68.0,8,,,
2014-12-11,Triceps Dips,Triceps,110.0,8,,,
2014-12-11,EZ-Bar Skullcrusher,Triceps,32.5,8,,,
2014-12-11,EZ-Bar Skullcrusher,Triceps,37.5,8,,,
2014-12-11,EZ-Bar Skullcrusher,Triceps,42.5,8,,,
2014-12-11,Crunch Machine,Abs,73.0,8,,,
2014-12-11,Crunch Machine,Abs,73.0,8,,,
2014-12-11,Crunch Machine,Abs,82.0,8,,,
2014-12-12,Front Squat,Legs,75.0,3,,,
2014-12-12,Front Squat,Legs,75.0,3,,,
2014-12-12,Front Squat,Legs,75.0,3,,,
2014-12-12,Sumo Deadlift,Legs,120.0,5,,,
2014-12-12,Sumo Deadlift,Legs,120.0,3,,,
2014-12-12,Sumo Deadlift,Legs,120.0,5,,,
2014-12-12,Squat,Legs,95.0,5,,,
2014-12-12,Chin Up,Back,100.0,6,,,
2014-12-12,Chin Up,Back,95.0,6,,,
2014-12-12,Chin Up,Back,95.0,6,,,
2014-12-12,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-12-12,Sumo Deadlift,Legs,120.0,5,,,
2014-12-12,Face Pull,Back,25.0,8,,,
2014-12-12,Seated Calf Raise Machine,Legs,138.6,20,,,
2014-12-14,Squat,Legs,80.0,3,,,
2014-12-14,Squat,Legs,90.0,3,,,
2014-12-14,Dumbbell Hammer Curl,Biceps,36.0,7,,,
2014-12-15,Bench Press (Touch and Go),Chest,77.5,3,,,
2014-12-15,Bench Press (Touch and Go),Chest,82.5,2,,,
2014-12-15,Bench Press (Touch and Go),Chest,82.5,2,,,
2014-12-15,Overhead Press,Shoulders,52.5,5,,,
2014-12-15,Overhead Press,Shoulders,52.5,5,,,
2014-12-15,Overhead Press,Shoulders,52.5,5,,,
2014-12-15,Cuban Press,Shoulders,32.0,8,,,
2014-12-15,Seated Dumbbell Press,Shoulders,40.0,8,,,
2014-12-15,EZ-Bar Skullcrusher,Triceps,37.5,8,,,
2014-12-15,EZ-Bar Skullcrusher,Triceps,42.5,8,,,
2014-12-15,EZ-Bar Skullcrusher,Triceps,42.5,8,,,
2014-12-15,Cable Crunch,Abs,36.0,8,,,
2014-12-15,Cable Crunch,Abs,36.0,8,,,
2014-12-15,Cable Crunch,Abs,41.0,8,,,
2014-12-16,Front Squat,Legs,80.0,5,,,
2014-12-16,Front Squat,Legs,80.0,5,,,
2014-12-16,Front Squat,Legs,80.0,5,,,
2014-12-16,Front Squat,Legs,80.0,5,,,
2014-12-16,Front Squat,Legs,80.0,5,,,
2014-12-16,Deadlift,Back,135.0,5,,,
2014-12-16,Deadlift,Back,140.0,5,,,
2014-12-16,Deadlift,Back,145.0,5,,,
2014-12-18,Bench Press (Touch and Go),Chest,77.5,3,,,
2014-12-18,Bench Press (Touch and Go),Chest,87.5,2,,,
2014-12-18,Incline DB Bench Press,Chest,64.0,8,,,
2014-12-18,Incline DB Bench Press,Chest,76.0,3,,,
2014-12-18,Overhead Press,Shoulders,50.0,3,,,
2014-12-18,Overhead Press,Shoulders,50.0,3,,,
2014-12-18,Push Press,Olympic Lifts,60.0,1,,,
2014-12-18,Bench Press (Touch and Go),Chest,92.5,1,,,
2014-12-18,Bench Press (Touch and Go),Chest,97.5,1,,,
2014-12-18,Bench Press (Touch and Go),Chest,80.0,5,,,
2014-12-18,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-12-18,Bench Press (Touch and Go),Chest,85.0,5,,,
2014-12-18,Decline Crunch,Abs,5.0,15,,,
2014-12-18,Triceps Dips,Triceps,110.0,7,,,
2014-12-19,Sumo Deadlift,Legs,125.0,5,,,
2014-12-19,Sumo Deadlift,Legs,125.0,5,,,
2014-12-19,Sumo Deadlift,Legs,125.0,5,,,
2014-12-19,Squat,Legs,80.0,5,,,
2014-12-19,Squat,Legs,80.0,5,,,
2014-12-19,Squat,Legs,80.0,5,,,
2014-12-19,Barbell Curl,Biceps,30.0,12,,,
2014-12-19,Barbell Curl,Biceps,40.0,3,,,
2014-12-20,Calves Smith Machine,Legs,90.0,10,,,
2014-12-20,Calves Smith Machine,Legs,110.0,10,,,
2014-12-20,Calves Smith Machine,Legs,130.0,10,,,
2014-12-20,Calves Smith Machine,Legs,130.0,10,,,
2014-12-20,Seated Calf Raise Machine,Legs,158.6,20,,,
2014-12-20,Seated Calf Raise Machine,Legs,178.6,20,,,
2014-12-20,Seated Calf Raise Machine,Legs,188.6,15,,,
2014-12-22,Squat,Legs,70.0,5,,,
2014-12-22,Squat,Legs,70.0,5,,,
2014-12-22,Squat,Legs,70.0,5,,,
2014-12-22,Bench Press (Touch and Go),Chest,81.5,5,,,
2014-12-22,Bench Press (Touch and Go),Chest,81.5,5,,,
2014-12-22,Bench Press (Touch and Go),Chest,81.5,5,,,
2014-12-22,Bench Press (Touch and Go),Chest,81.5,5,,,
2014-12-22,Bench Press (Touch and Go),Chest,81.5,5,,,
2014-12-22,Deadlift,Back,80.0,5,,,
2014-12-22,Deadlift,Back,80.0,5,,,
2014-12-22,Deadlift,Back,80.0,5,,,
2014-12-22,Triceps Dips,Triceps,80.0,8,,,
2014-12-24,Incline DB Bench Press,Chest,40.0,6,,,
2014-12-24,Incline DB Bench Press,Chest,40.0,6,,,
2014-12-24,Incline DB Bench Press,Chest,40.0,6,,,
2014-12-24,Front Squat,Legs,40.0,5,,,
2014-12-24,Front Squat,Legs,40.0,5,,,
2014-12-24,Front Squat,Legs,40.0,5,,,
2014-12-24,Squat,Legs,40.0,5,,,
2014-12-24,Squat,Legs,40.0,5,,,
2014-12-24,Squat,Legs,40.0,5,,,
2014-12-24,Overhead Press,Shoulders,40.0,5,,,
2014-12-24,Overhead Press,Shoulders,40.0,5,,,
2014-12-24,Overhead Press,Shoulders,40.0,5,,,
2014-12-24,Chin Up,Back,80.0,6,,,
2014-12-24,Chin Up,Back,80.0,6,,,
2014-12-24,Chin Up,Back,80.0,6,,,
2014-12-24,Barbell Row,Back,51.5,8,,,
2014-12-24,Barbell Row,Back,51.5,8,,,
2014-12-26,Squat,Legs,50.0,5,,,
2014-12-26,Bench Press (Touch and Go),Chest,41.5,5,,,
2014-12-26,Deadlift,Back,60.0,5,,,
2014-12-26,Deadlift,Back,60.0,5,,,
2014-12-26,Bench Press (Touch and Go),Chest,46.5,5,,,
2014-12-26,Bench Press (Touch and Go),Chest,46.5,5,,,
2014-12-26,Bench Press (Touch and Go),Chest,46.5,5,,,
2014-12-26,Bench Press (Touch and Go),Chest,46.5,5,,,
2014-12-26,Squat,Legs,50.0,5,,,
2014-12-26,Squat,Legs,50.0,5,,,
2014-12-26,Face Pull,Back,20.0,8,,,
2014-12-26,Face Pull,Back,22.5,8,,,
2014-12-26,Face Pull,Back,22.5,8,,,
2014-12-26,Face Pull,Back,22.5,8,,,
2014-12-29,Squat,Legs,115.0,1,,,
2014-12-29,Squat,Legs,120.0,1,,,
2014-12-29,Squat,Legs,125.0,1,,,
2014-12-29,Deadlift,Back,180.0,1,,,
2014-12-29,Squat,Legs,130.0,1,,,
2014-12-29,Deadlift,Back,185.0,1,,,
2014-12-29,Bench Press (Touch and Go),Chest,100.0,1,,,
2014-12-30,Barbell Curl,Biceps,32.5,8,,,
2014-12-30,Incline DB Bench Press,Chest,44.0,12,,,
2014-12-30,Incline DB Bench Press,Chest,44.0,12,,,
2014-12-30,Dumbbell Hammer Curl,Biceps,28.0,10,,,
2014-12-30,Power Clean,Olympic Lifts,32.5,3,,,
2014-12-30,Power Clean,Olympic Lifts,32.5,3,,,
2014-12-30,Power Clean,Olympic Lifts,32.5,3,,,
2014-12-30,Incline BB Bench Press,Chest,40.0,8,,,
2014-12-30,Incline BB Bench Press,Chest,40.0,8,,,
2014-12-30,Incline BB Bench Press,Chest,40.0,8,,,
2014-12-30,Power Clean,Olympic Lifts,32.5,3,,,
2014-12-30,Seated Calf Raise Machine,Legs,188.6,15,,,
2014-12-30,Seated Calf Raise Machine,Legs,178.6,15,,,
2014-12-30,Seated Calf Raise Machine,Legs,178.6,15,,,
2014-12-30,Seated Calf Raise Machine,Legs,178.6,15,,,
2014-12-30,Seated Calf Raise Machine,Legs,178.6,15,,,
2014-12-31,Face Pull,Back,19.3,8,,,
2014-12-31,Face Pull,Back,19.3,8,,,
2014-12-31,Face Pull,Back,19.3,8,,,
2014-12-31,Face Pull,Back,19.3,8,,,
2014-12-31,Decline Crunch,Abs,5.0,8,,,
2014-12-31,Decline Crunch,Abs,5.0,8,,,
2014-12-31,Decline Crunch,Abs,5.0,8,,,
2015-01-02,Front Squat,Legs,70.0,5,,,
2015-01-02,Front Squat,Legs,70.0,5,,,
2015-01-02,Front Squat,Legs,70.0,5,,,
2015-01-02,Incline DB Bench Press,Chest,52.0,8,,,
2015-01-02,Incline DB Bench Press,Chest,52.0,8,,,
2015-01-02,Incline DB Bench Press,Chest,52.0,8,,,
2015-01-02,Incline DB Bench Press,Chest,52.0,8,,,
2015-01-02,Barbell Row,Back,65.0,8,,,
2015-01-02,Barbell Row,Back,65.0,8,,,
2015-01-02,Barbell Row,Back,65.0,8,,,
2015-01-02,Seated Calf Raise Machine,Legs,178.6,15,,,
2015-01-02,Front Squat,Legs,70.0,5,,,
2015-01-02,Barbell Row,Back,65.0,8,,,
2015-01-02,Face Pull,Back,19.3,12,,,
2015-01-02,Face Pull,Back,19.3,12,,,
2015-01-02,Seated Calf Raise Machine,Legs,178.6,20,,,
2015-01-02,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-01-05,Squat,Legs,82.5,5,,,
2015-01-05,Squat,Legs,82.5,5,,,
2015-01-05,Squat,Legs,82.5,5,,,
2015-01-05,Squat,Legs,82.5,5,,,
2015-01-05,Squat,Legs,82.5,5,,,
2015-01-05,Bench Press (Touch and Go),Chest,80.0,5,,,
2015-01-05,Bench Press (Touch and Go),Chest,80.0,5,,,
2015-01-05,Bench Press (Touch and Go),Chest,80.0,5,,,
2015-01-05,Bench Press (Touch and Go),Chest,80.0,5,,,
2015-01-05,Bench Press (Touch and Go),Chest,80.0,5,,,
2015-01-05,Power Clean,Olympic Lifts,45.0,3,,,
2015-01-05,Power Clean,Olympic Lifts,45.0,3,,,
2015-01-05,Power Clean,Olympic Lifts,45.0,3,,,
2015-01-05,Power Clean,Olympic Lifts,45.0,3,,,
2015-01-05,Power Clean,Olympic Lifts,45.0,3,,,
2015-01-05,Incline DB Bench Press,Chest,52.0,8,,,
2015-01-05,Incline DB Bench Press,Chest,52.0,8,,,
2015-01-07,Front Squat,Legs,70.0,3,,,
2015-01-07,Front Squat,Legs,70.0,3,,,
2015-01-07,Front Squat,Legs,70.0,3,,,
2015-01-07,Overhead Press,Shoulders,42.5,5,,,
2015-01-07,Overhead Press,Shoulders,42.5,5,,,
2015-01-07,Overhead Press,Shoulders,42.5,5,,,
2015-01-07,Chin Up,Back,85.0,8,,,
2015-01-07,Chin Up,Back,85.0,8,,,
2015-01-07,Chin Up,Back,85.0,8,,,
2015-01-07,Decline Crunch,Abs,5.0,8,,,
2015-01-07,Decline Crunch,Abs,5.0,8,,,
2015-01-07,Decline Crunch,Abs,5.0,8,,,
2015-01-07,Face Pull,Back,19.3,12,,,
2015-01-07,Face Pull,Back,19.3,12,,,
2015-01-07,Face Pull,Back,19.3,12,,,
2015-01-09,Squat,Legs,95.0,5,,,
2015-01-09,Bench Press (Touch and Go),Chest,87.5,5,,,
2015-01-09,Sumo Deadlift,Legs,120.0,5,,,
2015-01-09,Barbell Row,Back,60.0,8,,,
2015-01-09,Barbell Row,Back,60.0,8,,,
2015-01-09,Barbell Row,Back,60.0,8,,,
2015-01-09,Triceps Dips,Triceps,95.0,8,,,
2015-01-09,Triceps Dips,Triceps,95.0,8,,,
2015-01-09,Triceps Dips,Triceps,95.0,8,,,
2015-01-09,Seated Calf Raise Machine,Legs,178.6,12,,,
2015-01-09,Seated Calf Raise Machine,Legs,178.6,12,,,
2015-01-09,Seated Calf Raise Machine,Legs,178.6,12,,,
2015-01-12,Front Squat,Legs,72.5,5,,,
2015-01-12,Front Squat,Legs,72.5,5,,,
2015-01-12,Front Squat,Legs,72.5,5,,,
2015-01-12,Front Squat,Legs,72.5,5,,,
2015-01-12,Front Squat,Legs,72.5,5,,,
2015-01-12,Overhead Press,Shoulders,45.0,5,,,
2015-01-12,Overhead Press,Shoulders,45.0,5,,,
2015-01-12,Overhead Press,Shoulders,45.0,5,,,
2015-01-12,Overhead Press,Shoulders,45.0,5,,,
2015-01-12,Overhead Press,Shoulders,45.0,5,,,
2015-01-12,Deadlift,Back,80.0,3,,,
2015-01-12,Deadlift,Back,80.0,3,,,
2015-01-12,Deadlift,Back,80.0,3,,,
2015-01-12,Deadlift,Back,80.0,3,,,
2015-01-12,Deadlift,Back,80.0,3,,,
2015-01-12,Incline DB Bench Press,Chest,52.0,8,,,
2015-01-12,Incline DB Bench Press,Chest,52.0,8,,,
2015-01-14,Squat,Legs,82.5,3,,,
2015-01-14,Squat,Legs,82.5,3,,,
2015-01-14,Squat,Legs,82.5,3,,,
2015-01-14,Bench Press (Touch and Go),Chest,80.0,5,,,
2015-01-14,Bench Press (Touch and Go),Chest,80.0,5,,,
2015-01-14,Bench Press (Touch and Go),Chest,80.0,5,,,
2015-01-14,Chin Up,Back,86.25,8,,,
2015-01-14,Decline Crunch,Abs,5.0,8,,,
2015-01-14,Decline Crunch,Abs,5.0,8,,,
2015-01-14,Decline Crunch,Abs,5.0,8,,,
2015-01-14,Face Pull,Back,19.3,12,,,
2015-01-14,Face Pull,Back,19.3,12,,,
2015-01-14,Face Pull,Back,19.3,12,,,
2015-01-14,Chin Up,Back,86.25,8,,,
2015-01-14,Chin Up,Back,86.25,8,,,
2015-01-16,Front Squat,Legs,80.0,5,,,
2015-01-16,Overhead Press,Shoulders,50.0,5,,,
2015-01-16,Deadlift,Back,125.0,5,,,
2015-01-16,Triceps Dips,Triceps,97.5,8,,,
2015-01-16,Triceps Dips,Triceps,97.5,8,,,
2015-01-16,Triceps Dips,Triceps,97.5,8,,,
2015-01-16,Barbell Row,Back,62.5,8,,,
2015-01-16,Barbell Row,Back,62.5,8,,,
2015-01-16,Barbell Row,Back,62.5,8,,,
2015-01-16,Seated Calf Raise Machine,Legs,178.6,15,,,
2015-01-16,Seated Calf Raise Machine,Legs,188.6,10,,,
2015-01-16,Seated Calf Raise Machine,Legs,188.6,10,,,
2015-01-19,Squat,Legs,87.5,5,,,
2015-01-19,Squat,Legs,87.5,5,,,
2015-01-19,Squat,Legs,87.5,5,,,
2015-01-19,Squat,Legs,87.5,5,,,
2015-01-19,Squat,Legs,87.5,5,,,
2015-01-19,Bench Press (Touch and Go),Chest,82.5,5,,,
2015-01-19,Bench Press (Touch and Go),Chest,82.5,5,,,
2015-01-19,Bench Press (Touch and Go),Chest,82.5,5,,,
2015-01-19,Bench Press (Touch and Go),Chest,82.5,5,,,
2015-01-19,Bench Press (Touch and Go),Chest,82.5,5,,,
2015-01-19,Power Clean,Olympic Lifts,50.0,3,,,
2015-01-19,Power Clean,Olympic Lifts,50.0,3,,,
2015-01-19,Power Clean,Olympic Lifts,50.0,3,,,
2015-01-19,Power Clean,Olympic Lifts,50.0,3,,,
2015-01-19,Power Clean,Olympic Lifts,50.0,3,,,
2015-01-19,Incline DB Bench Press,Chest,56.0,8,,,
2015-01-19,Incline DB Bench Press,Chest,56.0,8,,,
2015-01-21,Front Squat,Legs,72.5,3,,,
2015-01-21,Front Squat,Legs,72.5,3,,,
2015-01-21,Front Squat,Legs,72.5,3,,,
2015-01-21,Overhead Press,Shoulders,45.0,5,,,
2015-01-21,Overhead Press,Shoulders,45.0,5,,,
2015-01-21,Overhead Press,Shoulders,45.0,5,,,
2015-01-21,Face Pull,Back,19.3,12,,,
2015-01-21,Face Pull,Back,19.3,12,,,
2015-01-21,Face Pull,Back,19.3,12,,,
2015-01-21,Decline Crunch,Abs,5.0,8,,,
2015-01-21,Decline Crunch,Abs,6.25,8,,,
2015-01-21,Decline Crunch,Abs,6.25,8,,,
2015-01-21,Chin Up,Back,88.5,8,,,
2015-01-21,Chin Up,Back,88.5,8,,,
2015-01-21,Chin Up,Back,88.5,8,,,
2015-01-23,Squat,Legs,102.5,5,,,
2015-01-23,Bench Press (Touch and Go),Chest,90.0,5,,,
2015-01-23,Sumo Deadlift,Legs,125.0,5,,,
2015-01-23,Barbell Row,Back,65.0,8,,,
2015-01-23,Barbell Row,Back,65.0,8,,,
2015-01-23,Barbell Row,Back,65.0,8,,,
2015-01-23,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-01-23,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-01-23,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-01-23,Triceps Dips,Triceps,102.5,8,,,
2015-01-23,Triceps Dips,Triceps,102.5,8,,,
2015-01-23,Triceps Dips,Triceps,102.5,8,,,
2015-01-23,Seated Calf Raise Machine,Legs,194.0,12,,,
2015-01-26,Front Squat,Legs,77.5,5,,,
2015-01-26,Front Squat,Legs,77.5,5,,,
2015-01-26,Front Squat,Legs,77.5,5,,,
2015-01-26,Front Squat,Legs,77.5,5,,,
2015-01-26,Front Squat,Legs,77.5,5,,,
2015-01-26,Overhead Press,Shoulders,47.5,5,,,
2015-01-26,Overhead Press,Shoulders,47.5,5,,,
2015-01-26,Overhead Press,Shoulders,47.5,5,,,
2015-01-26,Overhead Press,Shoulders,47.5,5,,,
2015-01-26,Overhead Press,Shoulders,47.5,5,,,
2015-01-26,Incline DB Bench Press,Chest,56.0,8,,,
2015-01-26,Incline DB Bench Press,Chest,56.0,8,,,
2015-01-26,Power Clean,Olympic Lifts,47.5,4,,,
2015-01-26,Power Clean,Olympic Lifts,47.5,4,,,
2015-01-26,Power Clean,Olympic Lifts,47.5,4,,,
2015-01-26,Power Clean,Olympic Lifts,47.5,4,,,
2015-01-26,Power Clean,Olympic Lifts,60.0,1,,,
2015-01-26,Power Clean,Olympic Lifts,60.0,1,,,
2015-01-28,Squat,Legs,87.5,3,,,
2015-01-28,Squat,Legs,87.5,3,,,
2015-01-28,Squat,Legs,87.5,3,,,
2015-01-28,Bench Press (Touch and Go),Chest,82.5,5,,,
2015-01-28,Bench Press (Touch and Go),Chest,82.5,5,,,
2015-01-28,Bench Press (Touch and Go),Chest,82.5,5,,,
2015-01-28,Chin Up,Back,89.5,8,,,
2015-01-28,Chin Up,Back,89.5,8,,,
2015-01-28,Chin Up,Back,89.5,8,,,
2015-01-28,Decline Crunch,Abs,7.5,8,,,
2015-01-28,Decline Crunch,Abs,7.5,8,,,
2015-01-28,Face Pull,Back,19.3,12,,,
2015-01-28,Face Pull,Back,19.3,12,,,
2015-01-28,Face Pull,Back,19.3,12,,,
2015-01-28,Back Extensions,Back,5.0,8,,,
2015-01-30,Front Squat,Legs,82.5,5,,,
2015-01-30,Overhead Press,Shoulders,52.5,5,,,
2015-01-30,Deadlift,Back,130.0,5,,,
2015-01-30,Triceps Dips,Triceps,104.5,8,,,
2015-01-30,Triceps Dips,Triceps,104.5,8,,,
2015-01-30,Triceps Dips,Triceps,104.5,8,,,
2015-01-30,Barbell Row,Back,65.0,8,,,
2015-01-30,Barbell Row,Back,65.0,8,,,
2015-01-30,Barbell Row,Back,65.0,8,,,
2015-01-30,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-01-30,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-01-30,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-02-02,Squat,Legs,92.5,5,,,
2015-02-02,Squat,Legs,92.5,5,,,
2015-02-02,Squat,Legs,92.5,5,,,
2015-02-02,Squat,Legs,92.5,5,,,
2015-02-02,Squat,Legs,92.5,5,,,
2015-02-02,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-02,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-02,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-02,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-02,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-02,Power Clean,Olympic Lifts,50.0,3,,,
2015-02-02,Power Clean,Olympic Lifts,50.0,3,,,
2015-02-02,Power Clean,Olympic Lifts,50.0,3,,,
2015-02-02,Power Clean,Olympic Lifts,60.0,2,,,
2015-02-02,Power Clean,Olympic Lifts,60.0,2,,,
2015-02-02,Incline DB Bench Press,Chest,56.0,8,,,
2015-02-02,Incline DB Bench Press,Chest,56.0,8,,,
2015-02-04,Front Squat,Legs,77.5,3,,,
2015-02-04,Front Squat,Legs,77.5,3,,,
2015-02-04,Front Squat,Legs,77.5,3,,,
2015-02-04,Overhead Press,Shoulders,47.5,5,,,
2015-02-04,Overhead Press,Shoulders,47.5,5,,,
2015-02-04,Overhead Press,Shoulders,47.5,5,,,
2015-02-04,Chin Up,Back,90.0,8,,,
2015-02-04,Chin Up,Back,90.0,8,,,
2015-02-04,Chin Up,Back,90.0,8,,,
2015-02-04,Face Pull,Back,19.3,12,,,
2015-02-04,Face Pull,Back,19.3,12,,,
2015-02-04,Face Pull,Back,19.3,12,,,
2015-02-04,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-02-04,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-02-04,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-02-06,Squat,Legs,107.5,5,,,
2015-02-06,Bench Press (Touch and Go),Chest,92.5,5,,,
2015-02-06,Deadlift,Back,132.5,5,,,
2015-02-06,Triceps Dips,Triceps,105.0,8,,,
2015-02-06,Triceps Dips,Triceps,105.0,8,,,
2015-02-06,Triceps Dips,Triceps,105.0,8,,,
2015-02-06,Barbell Row,Back,67.5,8,,,
2015-02-06,Barbell Row,Back,67.5,8,,,
2015-02-06,Barbell Row,Back,67.5,8,,,
2015-02-06,Decline Crunch,Abs,7.5,8,,,
2015-02-06,Decline Crunch,Abs,7.5,8,,,
2015-02-06,Decline Crunch,Abs,7.5,8,,,
2015-02-09,Front Squat,Legs,80.0,5,,,
2015-02-09,Front Squat,Legs,80.0,5,,,
2015-02-09,Front Squat,Legs,80.0,5,,,
2015-02-09,Front Squat,Legs,80.0,5,,,
2015-02-09,Front Squat,Legs,80.0,5,,,
2015-02-09,Overhead Press,Shoulders,50.0,5,,,
2015-02-09,Overhead Press,Shoulders,50.0,5,,,
2015-02-09,Overhead Press,Shoulders,50.0,5,,,
2015-02-09,Overhead Press,Shoulders,50.0,5,,,
2015-02-09,Overhead Press,Shoulders,50.0,5,,,
2015-02-09,Power Clean,Olympic Lifts,50.0,3,,,
2015-02-09,Power Clean,Olympic Lifts,50.0,3,,,
2015-02-09,Power Clean,Olympic Lifts,50.0,3,,,
2015-02-09,Power Clean,Olympic Lifts,60.0,3,,,
2015-02-09,Incline DB Bench Press,Chest,60.0,8,,,
2015-02-09,Incline DB Bench Press,Chest,60.0,8,,,
2015-02-09,Power Clean,Olympic Lifts,60.0,2,,,
2015-02-11,Squat,Legs,92.5,3,,,
2015-02-11,Squat,Legs,92.5,3,,,
2015-02-11,Squat,Legs,92.5,3,,,
2015-02-11,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-11,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-11,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-11,Chin Up,Back,90.0,8,,,
2015-02-11,Chin Up,Back,90.0,8,,,
2015-02-11,Chin Up,Back,90.0,8,,,
2015-02-11,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-02-11,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-02-11,Seated Calf Raise Machine,Legs,188.6,15,,,
2015-02-11,Face Pull,Back,19.3,12,,,
2015-02-11,Face Pull,Back,19.3,12,,,
2015-02-13,Front Squat,Legs,85.0,5,,,
2015-02-13,Overhead Press,Shoulders,55.0,5,,,
2015-02-13,Deadlift,Back,135.0,5,,,
2015-02-13,Triceps Dips,Triceps,105.0,8,,,
2015-02-13,Triceps Dips,Triceps,105.0,8,,,
2015-02-13,Triceps Dips,Triceps,105.0,8,,,
2015-02-13,Barbell Row,Back,67.5,8,,,
2015-02-13,Barbell Row,Back,67.5,8,,,
2015-02-13,Barbell Row,Back,67.5,8,,,
2015-02-13,Decline Crunch,Abs,10.0,8,,,
2015-02-13,Decline Crunch,Abs,10.0,8,,,
2015-02-13,Decline Crunch,Abs,10.0,3,,,
2015-02-16,Power Clean,Olympic Lifts,60.0,3,,,
2015-02-16,Power Clean,Olympic Lifts,60.0,3,,,
2015-02-16,Power Clean,Olympic Lifts,60.0,3,,,
2015-02-16,Power Clean,Olympic Lifts,60.0,3,,,
2015-02-16,Power Clean,Olympic Lifts,60.0,3,,,
2015-02-16,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-16,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-16,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-16,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-16,Bench Press (Touch and Go),Chest,85.0,5,,,
2015-02-16,Squat,Legs,95.0,5,,,
2015-02-16,Squat,Legs,95.0,5,,,
